date,open,high,low,close,volume,average,barCount,expiry,dataMonth
2023-03-13 06:30:00-07:00,1921.2,1922.7,1918.8,1921.9,230.0,1920.53,132,202306,202303
2023-03-13 06:35:00-07:00,1922.8,1927.0,1922.0,1926.8,276.0,1924.05,152,202306,202303
2023-03-13 06:40:00-07:00,1927.0,1930.7,1927.0,1929.1,311.0,1928.69,193,202306,202303
2023-03-13 06:45:00-07:00,1928.6,1929.7,1925.3,1925.7,273.0,1927.52,196,202306,202303
2023-03-13 06:50:00-07:00,1925.3,1927.1,1924.0,1925.9,137.0,1925.64,104,202306,202303
2023-03-13 06:55:00-07:00,1925.6,1925.8,1917.4,1917.8,228.0,1921.92,170,202306,202303
2023-03-13 07:00:00-07:00,1917.5,1921.6,1917.1,1920.9,177.0,1919.87,137,202306,202303
2023-03-13 07:05:00-07:00,1921.1,1923.7,1920.0,1923.4,120.0,1922.05,99,202306,202303
2023-03-13 07:10:00-07:00,1924.0,1928.5,1924.0,1928.3,124.0,1926.63,101,202306,202303
2023-03-13 07:15:00-07:00,1928.7,1928.7,1926.4,1928.0,178.0,1927.53,143,202306,202303
2023-03-13 07:20:00-07:00,1928.0,1929.1,1927.5,1927.7,166.0,1928.5,129,202306,202303
2023-03-13 07:25:00-07:00,1927.5,1927.5,1925.3,1926.4,174.0,1926.02,133,202306,202303
2023-03-13 07:30:00-07:00,1926.4,1928.6,1926.3,1928.5,284.0,1927.54,200,202306,202303
2023-03-13 07:35:00-07:00,1928.3,1928.5,1926.2,1926.2,98.0,1927.35,84,202306,202303
2023-03-13 07:40:00-07:00,1926.6,1931.0,1926.2,1930.8,194.0,1928.66,144,202306,202303
2023-03-13 07:45:00-07:00,1931.2,1934.3,1930.7,1933.2,341.0,1932.71,224,202306,202303
2023-03-13 07:50:00-07:00,1933.1,1934.2,1931.6,1932.8,211.0,1932.82,145,202306,202303
2023-03-13 07:55:00-07:00,1932.8,1934.4,1931.8,1932.0,218.0,1933.33,150,202306,202303
2023-03-13 08:00:00-07:00,1932.2,1932.7,1929.0,1930.3,260.0,1930.56,200,202306,202303
2023-03-13 08:05:00-07:00,1930.3,1931.0,1929.5,1930.4,140.0,1930.45,95,202306,202303
2023-03-13 08:10:00-07:00,1930.6,1931.6,1929.9,1931.1,91.0,1930.71,76,202306,202303
2023-03-13 08:15:00-07:00,1931.1,1931.8,1929.5,1931.8,154.0,1930.89,113,202306,202303
2023-03-13 08:20:00-07:00,1932.0,1932.6,1930.9,1932.4,72.0,1931.91,50,202306,202303
2023-03-13 08:25:00-07:00,1932.5,1934.1,1932.5,1934.0,69.0,1933.38,47,202306,202303
2023-03-13 08:30:00-07:00,1933.9,1934.6,1930.8,1931.4,195.0,1933.2,65,202306,202303
2023-03-13 08:35:00-07:00,1930.5,1930.6,1927.1,1929.1,188.0,1928.31,97,202306,202303
2023-03-13 08:40:00-07:00,1927.9,1928.3,1926.0,1927.1,84.0,1927.33,51,202306,202303
2023-03-13 08:45:00-07:00,1926.6,1926.6,1925.4,1925.5,188.0,1925.92,105,202306,202303
2023-03-13 08:50:00-07:00,1925.5,1927.2,1925.1,1925.8,131.0,1926.3,91,202306,202303
2023-03-13 08:55:00-07:00,1925.3,1926.6,1924.3,1926.2,134.0,1925.38,104,202306,202303
2023-03-13 09:00:00-07:00,1926.3,1927.0,1924.8,1927.0,64.0,1926.07,54,202306,202303
2023-03-13 09:05:00-07:00,1926.9,1928.7,1926.9,1927.6,94.0,1927.87,62,202306,202303
2023-03-13 09:10:00-07:00,1927.8,1928.0,1926.2,1926.2,35.0,1927.02,31,202306,202303
2023-03-13 09:15:00-07:00,1926.0,1928.4,1925.8,1928.1,38.0,1926.69,35,202306,202303
2023-03-13 09:20:00-07:00,1928.2,1928.3,1926.5,1926.5,45.0,1927.1,32,202306,202303
2023-03-13 09:25:00-07:00,1926.4,1926.8,1926.2,1926.8,100.0,1926.56,71,202306,202303
2023-03-13 09:30:00-07:00,1926.8,1928.3,1926.8,1927.4,79.0,1927.17,58,202306,202303
2023-03-13 09:35:00-07:00,1927.1,1927.6,1926.5,1927.2,17.0,1926.99,16,202306,202303
2023-03-13 09:40:00-07:00,1926.7,1927.6,1926.3,1926.3,45.0,1926.78,32,202306,202303
2023-03-13 09:45:00-07:00,1926.4,1927.6,1926.2,1926.7,41.0,1926.89,32,202306,202303
2023-03-13 09:50:00-07:00,1927.5,1928.7,1927.5,1928.6,63.0,1928.39,44,202306,202303
