date,open,high,low,close,volume,average,barCount,expiry,dataMonth
2023-10-05 06:30:00-07:00,3.576,3.576,3.576,3.576,1.0,3.576,1,202311,202310
2023-10-05 06:35:00-07:00,3.581,3.582,3.577,3.577,3.0,3.58,3,202311,202310
2023-10-05 06:40:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 06:45:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 06:50:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 06:55:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:00:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:05:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:10:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:15:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:20:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:25:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:30:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:35:00-07:00,3.577,3.577,3.577,3.577,0.0,3.577,0,202311,202310
2023-10-05 07:40:00-07:00,3.5605,3.5615,3.5605,3.5615,5.0,3.5608,4,202311,202310
2023-10-05 07:45:00-07:00,3.5615,3.5615,3.5615,3.5615,0.0,3.5615,0,202311,202310
2023-10-05 07:50:00-07:00,3.5615,3.5615,3.5615,3.5615,0.0,3.5615,0,202311,202310
2023-10-05 07:55:00-07:00,3.58,3.58,3.58,3.58,1.0,3.58,1,202311,202310
2023-10-05 08:00:00-07:00,3.578,3.578,3.578,3.578,1.0,3.578,1,202311,202310
2023-10-05 08:05:00-07:00,3.578,3.578,3.578,3.578,0.0,3.578,0,202311,202310
2023-10-05 08:10:00-07:00,3.578,3.578,3.578,3.578,0.0,3.578,0,202311,202310
2023-10-05 08:15:00-07:00,3.561,3.561,3.561,3.561,2.0,3.561,1,202311,202310
2023-10-05 08:20:00-07:00,3.561,3.561,3.561,3.561,0.0,3.561,0,202311,202310
