,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1721,71.81338500976562,72.38597869873047,72.14148712158203,69.96736907958984,70.41193389892578,71.72325897216797,71.92485809326172,68.68033599853516,70.97952270507812,71.84398651123047,71.8474349975586,70.03128814697266,70.46942901611328,72.1834716796875,71.00886535644531,69.15615844726562,71.91824340820312,71.22138214111328,69.19772338867188,71.75878143310547,69.69625091552734,68.43216705322266,70.5429916381836,67.80979919433594,68.88383483886719,71.6481704711914,70.32933807373047,68.94544982910156,70.66898345947266,71.67123413085938,71.1905517578125,70.4313735961914,71.09909057617188,69.47384643554688,72.65511322021484,69.64347839355469
805,69.3103256225586,69.85356903076172,69.61555480957031,67.5257797241211,67.9299545288086,69.25364685058594,69.4171142578125,66.23603820800781,68.50955200195312,69.34718322753906,69.33002471923828,67.53997802734375,67.99950408935547,69.70333099365234,68.52240753173828,66.6888427734375,69.42333221435547,68.70427703857422,66.67230987548828,69.24259185791016,67.21334075927734,66.0127182006836,68.06771087646484,65.38166809082031,66.41256713867188,69.12628173828125,67.83757019042969,66.5177230834961,68.18489837646484,69.14694213867188,68.70428466796875,67.94451904296875,68.57593536376953,67.0454330444336,70.12569427490234,67.18336486816406
6985,72.15205383300781,72.72917175292969,72.48397064208984,70.29676818847656,70.72710418701172,72.08100128173828,72.2725830078125,68.96481323242188,71.3178482055664,72.19232177734375,72.18462371826172,70.3214340209961,70.79911804199219,72.54315948486328,71.33435821533203,69.45528411865234,72.2701416015625,71.55915832519531,69.46285247802734,72.08856964111328,69.99968719482422,68.72713470458984,70.86958312988281,68.08246612548828,69.164306640625,71.98517608642578,70.64179992675781,69.2475357055664,70.9943618774414,72.01104736328125,71.52564239501953,70.74491882324219,71.41771697998047,69.7990493774414,73.00626373291016,69.95606994628906
2469,73.09780883789062,73.67431640625,73.4254150390625,71.22429656982422,71.66493225097656,73.02355194091797,73.20570373535156,69.9122085571289,72.26092529296875,73.14384460449219,73.13079833984375,71.27850341796875,71.72665405273438,73.50833129882812,72.29320526123047,70.3799819946289,73.21844482421875,72.483154296875,70.40116882324219,73.02995300292969,70.92543029785156,69.6540756225586,71.80909729003906,69.01067352294922,70.07638549804688,72.91702270507812,71.58356475830078,70.1900863647461,71.91751861572266,72.94903564453125,72.47314453125,71.68003845214844,72.35057830810547,70.72962951660156,73.94683837890625,70.89049530029297
5347,72.89264678955078,73.46829223632812,73.22193908691406,71.01731872558594,71.44276428222656,72.83501434326172,73.00989532470703,69.66661834716797,72.05431365966797,72.93038940429688,72.92017364501953,71.03973388671875,71.5217514038086,73.29948425292969,72.06289672851562,70.1478042602539,73.01618957519531,72.27613830566406,70.13984680175781,72.82086181640625,70.69786071777344,69.42191314697266,71.58695983886719,68.76915740966797,69.85625457763672,72.7085189819336,71.35714721679688,69.9651870727539,71.71676635742188,72.7404556274414,72.25898742675781,71.4714126586914,72.1265640258789,70.51956176757812,73.74974822998047,70.66608428955078
5087,71.7357177734375,72.29620361328125,72.05646514892578,69.89665985107422,70.31885528564453,71.68025970458984,71.84569549560547,68.5730972290039,70.91130828857422,71.7740249633789,71.76256561279297,69.92278289794922,70.38327026367188,72.14752197265625,70.93159484863281,69.04379272460938,71.84783172607422,71.11393737792969,69.03866577148438,71.67118835449219,69.57650756835938,68.34342193603516,70.45935821533203,67.69662475585938,68.751220703125,71.54877471923828,70.21966552734375,68.86512756347656,70.57914733886719,71.56678009033203,71.11962890625,70.32315826416016,70.9775161743164,69.40299224853516,72.56633758544922,69.5462417602539
6456,68.92216491699219,69.46992492675781,69.232421875,67.14338684082031,67.54472351074219,68.86483764648438,69.03248596191406,65.85928344726562,68.12809753417969,68.95326232910156,68.94076538085938,67.15444946289062,67.62236785888672,69.30579376220703,68.1375961303711,66.32240295410156,69.03376007080078,68.33831787109375,66.31256103515625,68.85273742675781,66.84889221191406,65.63572692871094,67.68321228027344,65.0085678100586,66.04328918457031,68.75312805175781,67.45939636230469,66.14132690429688,67.80956268310547,68.78556823730469,68.3182373046875,67.56970977783203,68.20265197753906,66.67145538330078,69.72888946533203,66.8144302368164
1220,70.9062728881836,71.4521484375,71.21324920654297,69.08702850341797,69.50528717041016,70.8501205444336,71.01226043701172,67.77549743652344,70.08307647705078,70.93051147460938,70.91864013671875,69.1197280883789,69.56767272949219,71.29785919189453,70.099609375,68.2363510131836,71.00920867919922,70.28874206542969,68.22801971435547,70.82476043701172,68.75640106201172,67.54354858398438,69.6277847290039,66.90491485595703,67.95690155029297,70.70932006835938,69.40592956542969,68.06383514404297,69.76089477539062,70.7383804321289,70.28015899658203,69.51923370361328,70.15089416503906,68.59994506835938,71.73355102539062,68.73753356933594
4591,70.85457611083984,71.41812133789062,71.17554473876953,69.03290557861328,69.44456481933594,70.80451965332031,70.97084045410156,67.70291900634766,70.0318374633789,70.89275360107422,70.88025665283203,69.04720306396484,69.51980590820312,71.2625961303711,70.05709838867188,68.17708587646484,70.96709442138672,70.24069213867188,68.16641235351562,70.78714752197266,68.7087173461914,67.48612976074219,69.5846176147461,66.8333740234375,67.88829803466797,70.6686019897461,69.34761047363281,67.99779510498047,69.70650482177734,70.69901275634766,70.24059295654297,69.45687103271484,70.10347747802734,68.53919219970703,71.68650817871094,68.68162536621094
3421,73.32919311523438,73.91097259521484,73.65889739990234,71.4541015625,71.88238525390625,73.27212524414062,73.4456558227539,70.09767150878906,72.48196411132812,73.36360168457031,73.36277770996094,71.47665405273438,71.9496841430664,73.74774932861328,72.50968933105469,70.58036804199219,73.43376159667969,72.68709564208984,70.57080841064453,73.25996398925781,71.11837005615234,69.86653137207031,72.01966857910156,69.1925048828125,70.27922058105469,73.13518524169922,71.77569580078125,70.39414978027344,72.14683532714844,73.15506744384766,72.68928527832031,71.88705444335938,72.546875,70.9487075805664,74.1819076538086,71.08885192871094
6432,68.85782623291016,69.41034698486328,69.17460632324219,67.08882904052734,67.49353790283203,68.8036880493164,68.97467041015625,65.8161849975586,68.06657409667969,68.89466094970703,68.89264678955078,67.1083984375,67.57097625732422,69.23516082763672,68.0841293334961,66.27330780029297,68.97293853759766,68.29286193847656,66.27640533447266,68.79781341552734,66.80300903320312,65.58907318115234,67.63518524169922,64.96685028076172,65.99800872802734,68.69811248779297,67.413818359375,66.0877914428711,67.74754333496094,68.73050689697266,68.26322937011719,67.51898193359375,68.15279388427734,66.62042236328125,69.67571258544922,66.76392364501953
8702,71.4749755859375,72.04503631591797,71.79670715332031,69.64000701904297,70.05213928222656,71.41859436035156,71.5880126953125,68.30934143066406,70.65280151367188,71.51044464111328,71.50163269042969,69.65032196044922,70.13227081298828,71.8743667602539,70.66293334960938,68.78829956054688,71.59495544433594,70.873046875,68.7809829711914,71.40304565429688,69.3297348022461,68.07781982421875,70.19547271728516,67.42640686035156,68.49866485595703,71.29586791992188,69.96578979492188,68.59644317626953,70.32140350341797,71.32557678222656,70.85456085205078,70.07290649414062,70.72917938232422,69.14369201660156,72.30703735351562,69.29427337646484
9310,72.61743927001953,73.21544647216797,72.95487976074219,70.75865173339844,71.18162536621094,72.55380249023438,72.74530029296875,69.40560913085938,71.77344512939453,72.66162872314453,72.64794921875,70.76504516601562,71.25605773925781,73.02230072021484,71.79793548583984,69.88825225830078,72.7344970703125,72.01868438720703,69.89613342285156,72.5599594116211,70.44507598876953,69.16283416748047,71.31705474853516,68.51089477539062,69.60980224609375,72.44078063964844,71.09873962402344,69.69136047363281,71.44388580322266,72.47953033447266,71.9870834350586,71.19010925292969,71.87792205810547,70.23670959472656,73.48583984375,70.3969955444336
2594,73.46321105957031,74.04886627197266,73.7975082397461,71.57231140136719,71.99736785888672,73.415771484375,73.58488464355469,70.19042205810547,72.61775970458984,73.50611877441406,73.48851776123047,71.57614135742188,72.08100128173828,73.88497924804688,72.62825012207031,70.68379211425781,73.59028625488281,72.83367919921875,70.66320037841797,73.39374542236328,71.24087524414062,69.9619140625,72.14643096923828,69.28697967529297,70.38584899902344,73.27423095703125,71.89462280273438,70.4962387084961,72.2771224975586,73.30745697021484,72.826171875,72.01596069335938,72.6845703125,71.06132507324219,74.32462310791016,71.21073150634766
7885,72.03780364990234,72.61429595947266,72.36829376220703,70.18448638916016,70.61097717285156,71.97144317626953,72.1609878540039,68.8491439819336,71.2021484375,72.072265625,72.06466674804688,70.20581817626953,70.69110107421875,72.43134307861328,71.21942901611328,69.34314727783203,72.15144348144531,71.44583892822266,69.34762573242188,71.9720458984375,69.88069915771484,68.61112213134766,70.75096130371094,67.9684066772461,69.0523910522461,71.86637878417969,70.52737426757812,69.14141845703125,70.88357543945312,71.89810180664062,71.41201782226562,70.63938903808594,71.2936782836914,69.6884536743164,72.89097595214844,69.84716033935547
2083,71.46512603759766,72.02873229980469,71.78784942626953,69.63241577148438,70.05587768554688,71.41255950927734,71.58470153808594,68.2989730834961,70.63214874267578,71.49739074707031,71.4765396118164,69.64905548095703,70.11446380615234,71.86527252197266,70.64994812011719,68.76782989501953,71.57521057128906,70.8494644165039,68.76408386230469,71.39689636230469,69.30067443847656,68.07145690917969,70.17926788330078,67.43063354492188,68.49542999267578,71.26924133300781,69.95431518554688,68.59132385253906,70.32048797607422,71.29891967773438,70.83851623535156,70.0519027709961,70.70952606201172,69.12942504882812,72.30517578125,69.27470397949219
2783,73.42587280273438,74.03913879394531,73.7670669555664,71.5428466796875,71.982177734375,73.34138488769531,73.55043029785156,70.20661163330078,72.5594482421875,73.46392059326172,73.47035217285156,71.57369232177734,72.04291534423828,73.80166625976562,72.59093475341797,70.68624877929688,73.5330810546875,72.8335952758789,70.7204818725586,73.3735580444336,71.246337890625,69.94316101074219,72.10938262939453,69.28999328613281,70.4195785522461,73.25630950927734,71.90768432617188,70.45518493652344,72.23403930664062,73.3000717163086,72.77265167236328,71.99439239501953,72.69554901123047,71.02629852294922,74.30686950683594,71.18805694580078
9203,72.58418273925781,73.15455627441406,72.9080810546875,70.72447967529297,71.15071868896484,72.5289535522461,72.70018768310547,69.37676239013672,71.74232482910156,72.6233901977539,72.60367584228516,70.74183654785156,71.2243881225586,72.99263000488281,71.76190948486328,69.84999084472656,72.7032470703125,71.96096801757812,69.8471450805664,72.51837158203125,70.39299774169922,69.131103515625,71.28389739990234,68.48237609863281,69.55847930908203,72.39065551757812,71.0533676147461,69.66670989990234,71.41375732421875,72.42620849609375,71.94584655761719,71.16253662109375,71.81485748291016,70.22584533691406,73.43455505371094,70.36920166015625
10034,69.83833312988281,70.38501739501953,70.14998626708984,68.03498077392578,68.45088195800781,69.76995849609375,69.94451904296875,66.75289916992188,69.02925872802734,69.86751556396484,69.86341857910156,68.07288360595703,68.53168487548828,70.22352600097656,69.05164337158203,67.22885131835938,69.94367218017578,69.25238800048828,67.23438262939453,69.77227020263672,67.74290466308594,66.51802062988281,68.59406280517578,65.89673614501953,66.93693542480469,69.6702880859375,68.36544799804688,67.04084777832031,68.71154022216797,69.69588470458984,69.22802734375,68.48165893554688,69.11773681640625,67.56431579589844,70.65907287597656,67.71694946289062
225,72.39542388916016,72.95941162109375,72.7150650024414,70.5406265258789,70.97322845458984,72.335693359375,72.50758361816406,69.211181640625,71.5506362915039,72.4311294555664,72.41222381591797,70.57532501220703,71.0269546508789,72.81230926513672,71.58247375488281,69.66976165771484,72.4977798461914,71.75100708007812,69.66641998291016,72.33057403564453,70.19070434570312,68.9614486694336,71.09442138671875,68.31305694580078,69.38948059082031,72.18897247314453,70.85065460205078,69.48998260498047,71.22055053710938,72.22232818603516,71.75409698486328,70.97599029541016,71.61821746826172,70.03517150878906,73.23641204833984,70.17877960205078
2770,74.467529296875,75.07355499267578,74.80811309814453,72.55592346191406,73.01410675048828,74.37581634521484,74.59064483642578,71.21539306640625,73.60273742675781,74.50857543945312,74.51066589355469,72.6091079711914,73.07149505615234,74.86932373046875,73.63385009765625,71.71412658691406,74.57964324951172,73.84544372558594,71.75025939941406,74.4035873413086,72.26960754394531,70.96954345703125,73.14440155029297,70.30354309082031,71.41455841064453,74.28902435302734,72.92451477050781,71.47649383544922,73.27202606201172,74.31517028808594,73.81916046142578,73.01759338378906,73.7144546508789,72.02950286865234,75.3277816772461,72.21366119384766
3041,73.88780212402344,74.47772979736328,74.22840118408203,71.99300384521484,72.42031860351562,73.83565521240234,74.0130844116211,70.60647583007812,73.03971099853516,73.93151092529297,73.91524505615234,72.00041961669922,72.50691986083984,74.30812072753906,73.05147552490234,71.10032653808594,74.01667785644531,73.26468658447266,71.08802032470703,73.8236312866211,71.66659545898438,70.37293243408203,72.56775665283203,69.70482635498047,70.80626678466797,73.70513153076172,72.32368469238281,70.91805267333984,72.69938659667969,73.7404556274414,73.24827575683594,72.43841552734375,73.11712646484375,71.47250366210938,74.76416015625,71.63165283203125
4694,71.19853210449219,71.76145935058594,71.51995086669922,69.38482666015625,69.80330657958984,71.14156341552734,71.30789184570312,68.08387756347656,70.38909149169922,71.24688720703125,71.23306274414062,69.42161560058594,69.86347198486328,71.60687255859375,70.4093017578125,68.5416030883789,71.31988525390625,70.59012603759766,68.54518127441406,71.13833618164062,69.07208251953125,67.84602355957031,69.94096374511719,67.20819091796875,68.2558364868164,71.0196533203125,69.7071762084961,68.36398315429688,70.0523681640625,71.03772735595703,70.59341430664062,69.80482482910156,70.45445251464844,68.88411712646484,72.02579498291016,69.03843688964844
1935,72.1264419555664,72.69734191894531,72.45912170410156,70.27394104003906,70.69727325439453,72.06714630126953,72.24512481689453,68.94254302978516,71.30006408691406,72.16436767578125,72.16544342041016,70.30413055419922,70.77477264404297,72.52883911132812,71.31302642822266,69.43114471435547,72.24515533447266,71.5296859741211,69.4302978515625,72.06238555908203,69.97539520263672,68.70906066894531,70.8453598022461,68.06065368652344,69.13226318359375,71.95634460449219,70.6131362915039,69.23414611816406,70.96434783935547,71.98098754882812,71.51121520996094,70.72178649902344,71.38148498535156,69.78185272216797,72.9737319946289,69.93118286132812
7770,72.51803588867188,73.08209228515625,72.8294677734375,70.6575698852539,71.08484649658203,72.4562759399414,72.6279067993164,69.3228530883789,71.66400909423828,72.5439453125,72.51970672607422,70.6847915649414,71.1445541381836,72.91311645507812,71.68700408935547,69.779052734375,72.61328125,71.88027954101562,69.77490234375,72.43688201904297,70.30695343017578,69.07192993164062,71.20782470703125,68.42108154296875,69.50173950195312,72.30487823486328,70.98213195800781,69.59947204589844,71.33982849121094,72.33642578125,71.86939239501953,71.1007308959961,71.7373275756836,70.1612548828125,73.3592300415039,70.28465270996094
1303,71.30048370361328,71.85614013671875,71.61637878417969,69.47341918945312,69.896484375,71.23889923095703,71.41520690917969,68.14878845214844,70.4673080444336,71.330322265625,71.3172836303711,69.50605010986328,69.95263671875,71.70280456542969,70.5014419555664,68.61815643310547,71.40608215332031,70.67228698730469,68.61798858642578,71.22840118408203,69.13894653320312,67.91438293457031,70.0196762084961,67.2819595336914,68.33672332763672,71.10419464111328,69.79248809814453,68.44384002685547,70.1535415649414,71.1368408203125,70.66630554199219,69.90357208251953,70.54364776611328,68.96946716308594,72.1367416381836,69.12278747558594
1564,72.65023040771484,73.21925354003906,72.9687271118164,70.78202819824219,71.20430755615234,72.59101104736328,72.75927734375,69.43621826171875,71.81389617919922,72.6836929321289,72.67012786865234,70.80423736572266,71.28104400634766,73.05033874511719,71.82625579833984,69.9114761352539,72.76373291015625,72.0215835571289,69.90170288085938,72.5726318359375,70.45896911621094,69.2052230834961,71.35149383544922,68.5430679321289,69.61995697021484,72.46341705322266,71.11489868164062,69.73117065429688,71.47740173339844,72.48404693603516,72.01598358154297,71.22979736328125,71.88676452636719,70.28675842285156,73.50244903564453,70.4314193725586
3592,71.1048812866211,71.67584991455078,71.43657684326172,69.28366088867188,69.69959259033203,71.04652404785156,71.22909545898438,67.96624755859375,70.28794860839844,71.14636993408203,71.13546752929688,69.30158233642578,69.76844024658203,71.49723052978516,70.30028533935547,68.44158935546875,71.22512817382812,70.51667022705078,68.43938446044922,71.04208374023438,68.98206329345703,67.73260498046875,69.84185028076172,67.0952377319336,68.16239166259766,70.93465423583984,69.61405181884766,68.24432373046875,69.96582794189453,70.96295166015625,70.49161529541016,69.71857452392578,70.37352752685547,68.7902603149414,71.9424057006836,68.93750762939453
3926,73.78795623779297,74.36752319335938,74.11127471923828,71.89219665527344,72.32498931884766,73.72600555419922,73.90042114257812,70.52723693847656,72.92546844482422,73.81438446044922,73.8011245727539,71.91380310058594,72.38836669921875,74.20035552978516,72.95433807373047,71.0015869140625,73.89486694335938,73.13650512695312,70.99945831298828,73.71443939208984,71.55233764648438,70.28221893310547,72.45867919921875,69.61785888671875,70.7130355834961,73.58228302001953,72.21531677246094,70.81653594970703,72.59027099609375,73.61235809326172,73.13372039794922,72.32862091064453,73.00288391113281,71.37760162353516,74.63621520996094,71.52172088623047
8874,73.14720916748047,73.71070861816406,73.46376037597656,71.27123260498047,71.69879913330078,73.08405303955078,73.25409698486328,69.9176025390625,72.29881286621094,73.17301940917969,73.16256713867188,71.30230712890625,71.7680892944336,73.55448150634766,72.31980895996094,70.39335632324219,73.25493621826172,72.50244140625,70.38575744628906,73.06531524658203,70.93455505371094,69.67780303955078,71.83074188232422,69.02047729492188,70.10028076171875,72.94866180419922,71.59605407714844,70.21319580078125,71.96524047851562,72.97410583496094,72.4968490600586,71.71199035644531,72.37077331542969,70.76348114013672,73.99994659423828,70.91085052490234
5429,73.43561553955078,74.01042938232422,73.76065063476562,71.54737091064453,71.97687530517578,73.38164520263672,73.5529556274414,70.17288970947266,72.58722686767578,73.4703598022461,73.45219421386719,71.56121063232422,72.05115509033203,73.8499755859375,72.59298706054688,70.6670150756836,73.55235290527344,72.80535888671875,70.65086364746094,73.35804748535156,71.21353149414062,69.9410400390625,72.11453247070312,69.277099609375,70.37071990966797,73.24546813964844,71.88148498535156,70.48088836669922,72.25331115722656,73.26901245117188,72.79491424560547,71.99901580810547,72.65616607666016,71.04181671142578,74.29729461669922,71.18827819824219
8828,72.96338653564453,73.53291320800781,73.28549194335938,71.10355377197266,71.5422134399414,72.90007019042969,73.07711029052734,69.77518463134766,72.10759735107422,72.99166870117188,72.97464752197266,71.14038848876953,71.58563995361328,73.36090850830078,72.1348648071289,70.21663665771484,73.0544204711914,72.3172378540039,70.2258529663086,72.8908462524414,70.74409484863281,69.51725769042969,71.64896392822266,68.86267852783203,69.94087219238281,72.74485778808594,71.41954803466797,70.042236328125,71.77935028076172,72.7694320678711,72.30873107910156,71.5219955444336,72.17724609375,70.59124755859375,73.80524444580078,70.72354125976562
8469,72.39420318603516,72.96991729736328,72.71920013427734,70.54605102539062,70.97199249267578,72.34422302246094,72.51034545898438,69.21037292480469,71.55717468261719,72.44181823730469,72.42261505126953,70.56632995605469,71.03611755371094,72.81111145019531,71.58553314208984,69.66514587402344,72.51315307617188,71.75794982910156,69.66573333740234,72.33937072753906,70.20801544189453,68.9742660522461,71.10926055908203,68.30890655517578,69.38529205322266,72.19707489013672,70.86093139648438,69.49188995361328,71.22242736816406,72.23169708251953,71.76814270019531,70.9701156616211,71.6294174194336,70.03626251220703,73.24644470214844,70.18344116210938
7549,72.25931549072266,72.83784484863281,72.59088897705078,70.40281677246094,70.81918334960938,72.20985412597656,72.38302612304688,69.04025268554688,71.42662811279297,72.29869842529297,72.28083801269531,70.40716552734375,70.89720916748047,72.6703872680664,71.44328308105469,69.5243148803711,72.37799072265625,71.63945007324219,69.50872039794922,72.19412994384766,70.07669830322266,68.81624603271484,70.96288299560547,68.157470703125,69.23779296875,72.07487487792969,70.71996307373047,69.34434509277344,71.09275817871094,72.10485076904297,71.63066864013672,70.83406829833984,71.49896240234375,69.89405822753906,73.10778045654297,70.04141235351562
2648,74.22618103027344,74.80415344238281,74.56673431396484,72.34288787841797,72.79739379882812,74.16602325439453,74.3401870727539,71.0198974609375,73.38436889648438,74.27182006835938,74.2672348022461,72.40169525146484,72.84538269042969,74.65264892578125,73.4140853881836,71.48188781738281,74.32954406738281,73.59538269042969,71.50301361083984,74.16938018798828,72.02073669433594,70.75690460205078,72.92094421386719,70.10993957519531,71.18455505371094,74.03923034667969,72.68489074707031,71.29605102539062,73.04673767089844,74.05530548095703,73.59059143066406,72.78893280029297,73.45638275146484,71.84075164794922,75.07475280761719,71.99681854248047
7077,71.52318572998047,72.09683990478516,71.84912109375,69.681640625,70.11649322509766,71.44568634033203,71.63822174072266,68.3741226196289,70.69646453857422,71.55864715576172,71.54906463623047,69.72190856933594,70.18035125732422,71.90502166748047,70.71561431884766,68.85613250732422,71.6314697265625,70.93988037109375,68.88111877441406,71.46153259277344,69.39667510986328,68.13298034667969,70.24903869628906,67.50249481201172,68.578857421875,71.36235046386719,70.0389633178711,68.65574645996094,70.38028717041016,71.38755798339844,70.90576171875,70.13385009765625,70.80482482910156,69.19014739990234,72.3773193359375,69.3503646850586
9591,70.74793243408203,71.30419921875,71.06649780273438,68.9403076171875,69.34980010986328,70.69712829589844,70.86174774169922,67.6247329711914,69.92633819580078,70.7851791381836,70.77188873291016,68.95831298828125,69.42107391357422,71.1436996459961,69.95671081542969,68.08344268798828,70.86061096191406,70.13790130615234,68.0811767578125,70.68822479248047,68.61872863769531,67.39323425292969,69.48597717285156,66.75445556640625,67.80351257324219,70.56189727783203,69.25572967529297,67.91039276123047,69.60576629638672,70.59088897705078,70.13304901123047,69.35537719726562,70.0067138671875,68.44768524169922,71.57164001464844,68.59233856201172
