date,open,high,low,close,volume,average,barCount,expiry,dataMonth
2022-11-29 15:00:00-08:00,112.71875,112.75,112.6875,112.71875,99.0,112.6953125,10,202212,202211
2022-11-29 15:05:00-08:00,112.703125,112.703125,112.703125,112.703125,1.0,112.703125,1,202212,202211
2022-11-29 15:10:00-08:00,112.703125,112.703125,112.6875,112.6875,55.0,112.690625,13,202212,202211
2022-11-29 15:15:00-08:00,112.6875,112.6875,112.671875,112.6875,57.0,112.6859375,4,202212,202211
2022-11-29 15:20:00-08:00,112.6875,112.6875,112.6875,112.6875,19.0,112.6875,7,202212,202211
2022-11-29 15:25:00-08:00,112.6875,112.6875,112.6875,112.6875,52.0,112.6875,6,202212,202211
2022-11-29 15:30:00-08:00,112.6875,112.6875,112.6875,112.6875,3.0,112.6875,2,202212,202211
2022-11-29 15:35:00-08:00,112.6875,112.6875,112.6875,112.6875,14.0,112.6875,1,202212,202211
2022-11-29 15:40:00-08:00,112.671875,112.671875,112.65625,112.65625,28.0,112.6671875,13,202212,202211
2022-11-29 15:45:00-08:00,112.671875,112.703125,112.671875,112.6875,195.0,112.690625,20,202212,202211
2022-11-29 15:50:00-08:00,112.6875,112.6875,112.6875,112.6875,37.0,112.6875,2,202212,202211
2022-11-29 15:55:00-08:00,112.6875,112.703125,112.6875,112.6875,235.0,112.6890625,11,202212,202211
2022-11-29 16:00:00-08:00,112.6875,112.6875,112.671875,112.671875,22.0,112.6859375,3,202212,202211
2022-11-29 16:05:00-08:00,112.6875,112.703125,112.6875,112.703125,256.0,112.6984375,12,202212,202211
2022-11-29 16:10:00-08:00,112.6875,112.703125,112.6875,112.703125,30.0,112.696875,8,202212,202211
2022-11-29 16:15:00-08:00,112.71875,112.71875,112.703125,112.703125,188.0,112.715625,10,202212,202211
2022-11-29 16:20:00-08:00,112.71875,112.71875,112.71875,112.71875,21.0,112.71875,6,202212,202211
2022-11-29 16:25:00-08:00,112.703125,112.71875,112.703125,112.703125,12.0,112.7046875,5,202212,202211
2022-11-29 16:30:00-08:00,112.734375,112.78125,112.734375,112.78125,334.0,112.7765625,20,202212,202211
2022-11-29 16:35:00-08:00,112.78125,112.78125,112.765625,112.765625,65.0,112.76875,10,202212,202211
2022-11-29 16:40:00-08:00,112.75,112.75,112.75,112.75,46.0,112.75,4,202212,202211
2022-11-29 16:45:00-08:00,112.75,112.75,112.75,112.75,22.0,112.75,4,202212,202211
2022-11-29 16:50:00-08:00,112.734375,112.75,112.734375,112.75,37.0,112.7359375,3,202212,202211
2022-11-29 16:55:00-08:00,112.765625,112.765625,112.765625,112.765625,18.0,112.765625,1,202212,202211
2022-11-29 17:00:00-08:00,112.765625,112.765625,112.765625,112.765625,28.0,112.765625,2,202212,202211
2022-11-29 17:05:00-08:00,112.75,112.75,112.75,112.75,4.0,112.75,2,202212,202211
2022-11-29 17:10:00-08:00,112.75,112.75,112.734375,112.734375,173.0,112.7421875,7,202212,202211
2022-11-29 17:15:00-08:00,112.734375,112.734375,112.734375,112.734375,3.0,112.734375,1,202212,202211
2022-11-29 17:20:00-08:00,112.75,112.765625,112.75,112.765625,36.0,112.753125,2,202212,202211
2022-11-29 17:25:00-08:00,112.765625,112.765625,112.765625,112.765625,0.0,112.765625,0,202212,202211
2022-11-29 17:30:00-08:00,112.765625,112.78125,112.765625,112.78125,56.0,112.7796875,7,202212,202211
2022-11-29 17:35:00-08:00,112.765625,112.765625,112.765625,112.765625,147.0,112.765625,12,202212,202211
2022-11-29 17:40:00-08:00,112.765625,112.765625,112.765625,112.765625,61.0,112.765625,7,202212,202211
2022-11-29 17:45:00-08:00,112.765625,112.765625,112.765625,112.765625,2.0,112.765625,1,202212,202211
2022-11-29 17:50:00-08:00,112.75,112.75,112.75,112.75,1.0,112.75,1,202212,202211
2022-11-29 17:55:00-08:00,112.78125,112.78125,112.78125,112.78125,5.0,112.78125,2,202212,202211
2022-11-29 18:00:00-08:00,112.75,112.75,112.75,112.75,13.0,112.75,5,202212,202211
2022-11-29 18:05:00-08:00,112.75,112.75,112.75,112.75,2.0,112.75,1,202212,202211
2022-11-29 18:10:00-08:00,112.734375,112.75,112.734375,112.75,10.0,112.7484375,3,202212,202211
2022-11-29 18:15:00-08:00,112.75,112.75,112.75,112.75,0.0,112.75,0,202212,202211
2022-11-29 18:20:00-08:00,112.734375,112.765625,112.734375,112.765625,2.0,112.75,2,202212,202211
